accounting_record_id,store_id,sale_id,purchase_order_id,record_type,record_category,amount,record_date,description,fiscal_period
664,3,664.0,,revenue,sales,37.47,2025-11-30,Revenue from sale 664,2025-11
665,5,665.0,,revenue,sales,18.45,2025-10-23,Revenue from sale 665,2025-10
666,2,666.0,,revenue,sales,24.1,2025-01-07,Revenue from sale 666,2025-01
667,5,667.0,,revenue,sales,17.28,2025-09-20,Revenue from sale 667,2025-09
668,5,668.0,,revenue,sales,22.7,2025-12-06,Revenue from sale 668,2025-12
669,2,669.0,,revenue,sales,18.6,2025-12-03,Revenue from sale 669,2025-12
670,3,670.0,,revenue,sales,32.34,2025-06-07,Revenue from sale 670,2025-06
671,5,671.0,,revenue,sales,26.81,2025-10-14,Revenue from sale 671,2025-10
672,4,672.0,,revenue,sales,34.57,2025-04-24,Revenue from sale 672,2025-04
673,2,673.0,,revenue,sales,34.33,2025-12-28,Revenue from sale 673,2025-12
674,3,674.0,,revenue,sales,28.2,2025-05-13,Revenue from sale 674,2025-05
675,2,675.0,,revenue,sales,18.78,2025-04-07,Revenue from sale 675,2025-04
676,5,676.0,,revenue,sales,43.65,2025-08-30,Revenue from sale 676,2025-08
677,5,677.0,,revenue,sales,5.42,2025-12-25,Revenue from sale 677,2025-12
678,1,678.0,,revenue,sales,17.95,2025-06-19,Revenue from sale 678,2025-06
679,3,679.0,,revenue,sales,18.29,2025-07-07,Revenue from sale 679,2025-07
680,1,680.0,,revenue,sales,37.01,2025-03-09,Revenue from sale 680,2025-03
681,1,681.0,,revenue,sales,23.39,2025-05-10,Revenue from sale 681,2025-05
682,2,682.0,,revenue,sales,55.16,2025-05-27,Revenue from sale 682,2025-05
683,2,683.0,,revenue,sales,20.59,2025-08-27,Revenue from sale 683,2025-08
684,2,684.0,,revenue,sales,21.94,2025-09-04,Revenue from sale 684,2025-09
685,3,685.0,,revenue,sales,28.38,2025-12-03,Revenue from sale 685,2025-12
686,2,686.0,,revenue,sales,95.06,2025-10-08,Revenue from sale 686,2025-10
687,3,687.0,,revenue,sales,21.32,2025-10-18,Revenue from sale 687,2025-10
688,4,688.0,,revenue,sales,29.85,2025-04-19,Revenue from sale 688,2025-04
689,5,689.0,,revenue,sales,37.28,2025-07-12,Revenue from sale 689,2025-07
690,2,690.0,,revenue,sales,25.85,2025-05-24,Revenue from sale 690,2025-05
691,1,691.0,,revenue,sales,17.17,2025-04-27,Revenue from sale 691,2025-04
692,1,692.0,,revenue,sales,58.91,2025-02-22,Revenue from sale 692,2025-02
693,4,693.0,,revenue,sales,25.0,2025-07-06,Revenue from sale 693,2025-07
694,2,694.0,,revenue,sales,41.55,2025-11-11,Revenue from sale 694,2025-11
695,4,695.0,,revenue,sales,52.85,2025-10-16,Revenue from sale 695,2025-10
696,5,696.0,,revenue,sales,73.22,2025-09-20,Revenue from sale 696,2025-09
697,1,697.0,,revenue,sales,16.92,2025-11-29,Revenue from sale 697,2025-11
698,1,698.0,,revenue,sales,31.08,2025-03-02,Revenue from sale 698,2025-03
699,2,699.0,,revenue,sales,45.5,2025-03-12,Revenue from sale 699,2025-03
700,4,700.0,,revenue,sales,9.61,2025-05-14,Revenue from sale 700,2025-05
701,5,701.0,,revenue,sales,11.97,2025-07-02,Revenue from sale 701,2025-07
702,3,702.0,,revenue,sales,54.24,2025-02-07,Revenue from sale 702,2025-02
703,1,703.0,,revenue,sales,21.4,2025-12-24,Revenue from sale 703,2025-12
704,3,704.0,,revenue,sales,18.56,2025-09-06,Revenue from sale 704,2025-09
705,2,705.0,,revenue,sales,16.28,2025-04-06,Revenue from sale 705,2025-04
706,4,706.0,,revenue,sales,23.72,2025-06-12,Revenue from sale 706,2025-06
707,2,707.0,,revenue,sales,97.04,2025-02-14,Revenue from sale 707,2025-02
708,2,708.0,,revenue,sales,61.13,2025-06-17,Revenue from sale 708,2025-06
709,3,709.0,,revenue,sales,14.69,2025-07-20,Revenue from sale 709,2025-07
710,3,710.0,,revenue,sales,46.71,2025-11-23,Revenue from sale 710,2025-11
711,2,711.0,,revenue,sales,21.35,2025-06-13,Revenue from sale 711,2025-06
712,3,712.0,,revenue,sales,20.23,2025-04-29,Revenue from sale 712,2025-04
713,2,713.0,,revenue,sales,12.72,2025-06-09,Revenue from sale 713,2025-06
714,4,714.0,,revenue,sales,39.68,2025-07-13,Revenue from sale 714,2025-07
715,2,715.0,,revenue,sales,60.84,2025-06-29,Revenue from sale 715,2025-06
716,2,716.0,,revenue,sales,32.67,2025-12-17,Revenue from sale 716,2025-12
717,4,717.0,,revenue,sales,16.36,2025-08-31,Revenue from sale 717,2025-08
718,1,718.0,,revenue,sales,20.45,2025-12-20,Revenue from sale 718,2025-12
719,2,719.0,,revenue,sales,25.72,2025-12-20,Revenue from sale 719,2025-12
720,5,720.0,,revenue,sales,14.4,2025-12-20,Revenue from sale 720,2025-12
721,5,721.0,,revenue,sales,46.31,2025-09-01,Revenue from sale 721,2025-09
722,2,722.0,,revenue,sales,39.42,2025-10-02,Revenue from sale 722,2025-10
723,4,723.0,,revenue,sales,40.09,2025-10-11,Revenue from sale 723,2025-10
724,2,724.0,,revenue,sales,22.89,2025-04-04,Revenue from sale 724,2025-04
725,3,725.0,,revenue,sales,20.15,2025-06-19,Revenue from sale 725,2025-06
726,5,726.0,,revenue,sales,15.08,2025-08-15,Revenue from sale 726,2025-08
727,5,727.0,,revenue,sales,87.88,2025-10-14,Revenue from sale 727,2025-10
728,2,728.0,,revenue,sales,28.6,2025-12-07,Revenue from sale 728,2025-12
729,3,729.0,,revenue,sales,52.34,2025-03-31,Revenue from sale 729,2025-03
730,4,730.0,,revenue,sales,50.27,2025-12-19,Revenue from sale 730,2025-12
731,5,731.0,,revenue,sales,23.45,2025-12-04,Revenue from sale 731,2025-12
732,2,732.0,,revenue,sales,16.09,2025-08-04,Revenue from sale 732,2025-08
733,3,733.0,,revenue,sales,19.43,2025-09-21,Revenue from sale 733,2025-09
734,1,734.0,,revenue,sales,31.85,2025-03-02,Revenue from sale 734,2025-03
735,2,735.0,,revenue,sales,37.56,2025-01-25,Revenue from sale 735,2025-01
736,4,736.0,,revenue,sales,40.43,2025-11-04,Revenue from sale 736,2025-11
737,1,737.0,,revenue,sales,25.37,2025-05-22,Revenue from sale 737,2025-05
738,1,738.0,,revenue,sales,35.77,2025-03-02,Revenue from sale 738,2025-03
739,4,739.0,,revenue,sales,30.3,2025-10-23,Revenue from sale 739,2025-10
740,5,740.0,,revenue,sales,27.73,2025-07-31,Revenue from sale 740,2025-07
741,4,741.0,,revenue,sales,24.13,2025-11-14,Revenue from sale 741,2025-11
742,2,742.0,,revenue,sales,64.05,2025-10-17,Revenue from sale 742,2025-10
743,1,743.0,,revenue,sales,9.09,2025-10-04,Revenue from sale 743,2025-10
744,3,744.0,,revenue,sales,17.51,2025-09-06,Revenue from sale 744,2025-09
745,2,745.0,,revenue,sales,14.81,2025-11-23,Revenue from sale 745,2025-11
746,1,746.0,,revenue,sales,58.77,2025-07-21,Revenue from sale 746,2025-07
747,1,747.0,,revenue,sales,33.61,2025-03-09,Revenue from sale 747,2025-03
748,5,748.0,,revenue,sales,21.15,2025-08-12,Revenue from sale 748,2025-08
749,4,749.0,,revenue,sales,24.79,2025-05-02,Revenue from sale 749,2025-05
750,4,750.0,,revenue,sales,33.79,2025-11-09,Revenue from sale 750,2025-11
751,2,751.0,,revenue,sales,41.32,2025-10-11,Revenue from sale 751,2025-10
752,1,752.0,,revenue,sales,21.54,2025-10-20,Revenue from sale 752,2025-10
753,4,753.0,,revenue,sales,20.64,2025-12-29,Revenue from sale 753,2025-12
754,2,754.0,,revenue,sales,16.91,2025-03-02,Revenue from sale 754,2025-03
755,3,755.0,,revenue,sales,20.32,2025-12-06,Revenue from sale 755,2025-12
756,3,756.0,,revenue,sales,52.19,2025-01-31,Revenue from sale 756,2025-01
757,2,757.0,,revenue,sales,56.83,2025-05-11,Revenue from sale 757,2025-05
758,3,758.0,,revenue,sales,25.03,2025-03-01,Revenue from sale 758,2025-03
759,5,759.0,,revenue,sales,46.21,2025-09-10,Revenue from sale 759,2025-09
760,1,760.0,,revenue,sales,38.22,2025-09-25,Revenue from sale 760,2025-09
761,4,761.0,,revenue,sales,17.03,2025-08-14,Revenue from sale 761,2025-08
762,1,762.0,,revenue,sales,41.11,2025-01-25,Revenue from sale 762,2025-01
763,5,763.0,,revenue,sales,29.65,2025-07-25,Revenue from sale 763,2025-07
764,4,764.0,,revenue,sales,19.53,2025-09-07,Revenue from sale 764,2025-09
765,2,765.0,,revenue,sales,55.23,2025-09-27,Revenue from sale 765,2025-09
766,1,766.0,,revenue,sales,61.56,2025-09-19,Revenue from sale 766,2025-09
767,2,767.0,,revenue,sales,26.57,2025-01-09,Revenue from sale 767,2025-01
768,4,768.0,,revenue,sales,18.27,2025-11-27,Revenue from sale 768,2025-11
769,5,769.0,,revenue,sales,16.66,2025-12-05,Revenue from sale 769,2025-12
770,3,770.0,,revenue,sales,12.67,2025-10-12,Revenue from sale 770,2025-10
771,3,771.0,,revenue,sales,46.1,2025-04-07,Revenue from sale 771,2025-04
772,5,772.0,,revenue,sales,27.36,2025-07-05,Revenue from sale 772,2025-07
773,4,773.0,,revenue,sales,45.53,2025-11-19,Revenue from sale 773,2025-11
774,1,774.0,,revenue,sales,20.12,2025-04-02,Revenue from sale 774,2025-04
775,5,775.0,,revenue,sales,13.81,2025-09-28,Revenue from sale 775,2025-09
776,4,776.0,,revenue,sales,31.44,2025-12-30,Revenue from sale 776,2025-12
777,3,777.0,,revenue,sales,43.25,2025-08-14,Revenue from sale 777,2025-08
778,1,778.0,,revenue,sales,13.82,2025-08-13,Revenue from sale 778,2025-08
779,1,779.0,,revenue,sales,20.46,2025-12-25,Revenue from sale 779,2025-12
780,3,780.0,,revenue,sales,45.1,2025-05-11,Revenue from sale 780,2025-05
781,1,781.0,,revenue,sales,24.95,2025-02-03,Revenue from sale 781,2025-02
782,5,782.0,,revenue,sales,29.1,2025-12-31,Revenue from sale 782,2025-12
783,3,783.0,,revenue,sales,31.43,2025-11-22,Revenue from sale 783,2025-11
784,1,784.0,,revenue,sales,63.45,2025-10-19,Revenue from sale 784,2025-10
785,3,785.0,,revenue,sales,44.29,2025-07-04,Revenue from sale 785,2025-07
786,5,786.0,,revenue,sales,37.03,2025-12-20,Revenue from sale 786,2025-12
787,5,787.0,,revenue,sales,30.94,2025-07-15,Revenue from sale 787,2025-07
788,4,788.0,,revenue,sales,48.23,2025-06-28,Revenue from sale 788,2025-06
789,1,789.0,,revenue,sales,17.89,2025-02-23,Revenue from sale 789,2025-02
790,4,790.0,,revenue,sales,35.55,2025-05-20,Revenue from sale 790,2025-05
791,5,791.0,,revenue,sales,26.05,2025-11-11,Revenue from sale 791,2025-11
792,3,792.0,,revenue,sales,35.22,2025-01-23,Revenue from sale 792,2025-01
793,4,793.0,,revenue,sales,33.96,2025-08-30,Revenue from sale 793,2025-08
794,5,794.0,,revenue,sales,30.84,2025-12-23,Revenue from sale 794,2025-12
795,5,795.0,,revenue,sales,24.32,2025-09-08,Revenue from sale 795,2025-09
796,1,796.0,,revenue,sales,42.93,2025-06-21,Revenue from sale 796,2025-06
797,4,797.0,,revenue,sales,13.42,2025-06-18,Revenue from sale 797,2025-06
798,4,798.0,,revenue,sales,20.08,2025-08-21,Revenue from sale 798,2025-08
799,5,799.0,,revenue,sales,26.32,2025-08-25,Revenue from sale 799,2025-08
800,3,800.0,,revenue,sales,76.72,2025-06-25,Revenue from sale 800,2025-06
801,5,801.0,,revenue,sales,31.08,2025-07-27,Revenue from sale 801,2025-07
802,1,802.0,,revenue,sales,22.52,2025-05-20,Revenue from sale 802,2025-05
803,4,803.0,,revenue,sales,18.1,2025-04-27,Revenue from sale 803,2025-04
804,4,804.0,,revenue,sales,36.09,2025-05-25,Revenue from sale 804,2025-05
805,4,805.0,,revenue,sales,26.45,2025-11-17,Revenue from sale 805,2025-11
806,4,806.0,,revenue,sales,52.31,2025-10-26,Revenue from sale 806,2025-10
807,5,807.0,,revenue,sales,44.47,2025-08-27,Revenue from sale 807,2025-08
808,2,808.0,,revenue,sales,19.17,2025-02-10,Revenue from sale 808,2025-02
809,5,809.0,,revenue,sales,21.07,2025-07-21,Revenue from sale 809,2025-07
810,4,810.0,,revenue,sales,28.14,2025-11-09,Revenue from sale 810,2025-11
811,4,811.0,,revenue,sales,36.26,2025-12-30,Revenue from sale 811,2025-12
812,3,812.0,,revenue,sales,45.67,2025-10-11,Revenue from sale 812,2025-10
813,4,813.0,,revenue,sales,22.24,2025-07-08,Revenue from sale 813,2025-07
814,5,814.0,,revenue,sales,23.5,2025-07-27,Revenue from sale 814,2025-07
815,1,815.0,,revenue,sales,37.56,2025-05-10,Revenue from sale 815,2025-05
816,3,816.0,,revenue,sales,31.81,2025-01-26,Revenue from sale 816,2025-01
817,4,817.0,,revenue,sales,82.98,2025-09-06,Revenue from sale 817,2025-09
818,3,818.0,,revenue,sales,14.09,2025-06-10,Revenue from sale 818,2025-06
819,3,819.0,,revenue,sales,58.49,2025-06-17,Revenue from sale 819,2025-06
820,4,820.0,,revenue,sales,14.76,2025-12-28,Revenue from sale 820,2025-12
821,1,821.0,,revenue,sales,15.31,2025-08-09,Revenue from sale 821,2025-08
822,5,822.0,,revenue,sales,40.79,2025-12-10,Revenue from sale 822,2025-12
823,5,823.0,,revenue,sales,14.75,2025-09-22,Revenue from sale 823,2025-09
824,1,824.0,,revenue,sales,75.59,2025-12-26,Revenue from sale 824,2025-12
825,5,825.0,,revenue,sales,54.85,2025-12-10,Revenue from sale 825,2025-12
826,2,826.0,,revenue,sales,33.72,2025-08-16,Revenue from sale 826,2025-08
827,5,827.0,,revenue,sales,42.89,2025-12-24,Revenue from sale 827,2025-12
828,2,828.0,,revenue,sales,15.85,2025-01-06,Revenue from sale 828,2025-01
829,5,829.0,,revenue,sales,34.38,2025-12-14,Revenue from sale 829,2025-12
830,1,830.0,,revenue,sales,23.71,2025-02-22,Revenue from sale 830,2025-02
831,4,831.0,,revenue,sales,21.58,2025-08-17,Revenue from sale 831,2025-08
832,4,832.0,,revenue,sales,53.21,2025-04-16,Revenue from sale 832,2025-04
833,3,833.0,,revenue,sales,15.94,2025-02-16,Revenue from sale 833,2025-02
834,5,834.0,,revenue,sales,46.2,2025-08-09,Revenue from sale 834,2025-08
835,2,835.0,,revenue,sales,23.68,2025-12-31,Revenue from sale 835,2025-12
836,1,836.0,,revenue,sales,31.06,2025-10-08,Revenue from sale 836,2025-10
837,3,837.0,,revenue,sales,19.21,2025-12-25,Revenue from sale 837,2025-12
838,2,838.0,,revenue,sales,25.81,2025-08-10,Revenue from sale 838,2025-08
839,3,839.0,,revenue,sales,51.72,2025-07-18,Revenue from sale 839,2025-07
840,2,840.0,,revenue,sales,31.09,2025-04-05,Revenue from sale 840,2025-04
841,5,841.0,,revenue,sales,18.13,2025-11-06,Revenue from sale 841,2025-11
842,3,842.0,,revenue,sales,27.89,2025-11-06,Revenue from sale 842,2025-11
843,5,843.0,,revenue,sales,27.61,2025-08-03,Revenue from sale 843,2025-08
844,4,844.0,,revenue,sales,27.9,2025-09-23,Revenue from sale 844,2025-09
845,5,845.0,,revenue,sales,22.37,2025-12-08,Revenue from sale 845,2025-12
846,1,846.0,,revenue,sales,17.13,2025-03-29,Revenue from sale 846,2025-03
847,5,847.0,,revenue,sales,19.37,2025-10-22,Revenue from sale 847,2025-10
848,4,848.0,,revenue,sales,39.06,2025-07-29,Revenue from sale 848,2025-07
849,4,849.0,,revenue,sales,22.0,2025-07-21,Revenue from sale 849,2025-07
850,4,850.0,,revenue,sales,19.94,2025-05-03,Revenue from sale 850,2025-05
851,4,851.0,,revenue,sales,21.58,2025-09-05,Revenue from sale 851,2025-09
852,1,852.0,,revenue,sales,20.69,2025-09-01,Revenue from sale 852,2025-09
853,5,853.0,,revenue,sales,22.53,2025-11-23,Revenue from sale 853,2025-11
854,3,854.0,,revenue,sales,27.41,2025-08-22,Revenue from sale 854,2025-08
855,5,855.0,,revenue,sales,19.15,2025-12-09,Revenue from sale 855,2025-12
856,5,856.0,,revenue,sales,19.59,2025-09-22,Revenue from sale 856,2025-09
857,5,857.0,,revenue,sales,16.58,2025-11-02,Revenue from sale 857,2025-11
858,4,858.0,,revenue,sales,26.58,2025-10-04,Revenue from sale 858,2025-10
859,4,859.0,,revenue,sales,17.5,2025-05-04,Revenue from sale 859,2025-05
860,2,860.0,,revenue,sales,34.88,2025-10-15,Revenue from sale 860,2025-10
861,1,861.0,,revenue,sales,31.07,2025-08-18,Revenue from sale 861,2025-08
862,3,862.0,,revenue,sales,32.11,2025-03-10,Revenue from sale 862,2025-03
863,4,863.0,,revenue,sales,24.7,2025-05-22,Revenue from sale 863,2025-05
864,4,864.0,,revenue,sales,34.57,2025-07-06,Revenue from sale 864,2025-07
865,1,865.0,,revenue,sales,62.74,2025-04-12,Revenue from sale 865,2025-04
866,5,866.0,,revenue,sales,44.52,2025-09-13,Revenue from sale 866,2025-09
867,2,867.0,,revenue,sales,19.7,2025-07-23,Revenue from sale 867,2025-07
868,3,868.0,,revenue,sales,14.19,2025-06-29,Revenue from sale 868,2025-06
869,4,869.0,,revenue,sales,32.48,2025-09-30,Revenue from sale 869,2025-09
870,5,870.0,,revenue,sales,14.62,2025-12-12,Revenue from sale 870,2025-12
871,1,871.0,,revenue,sales,25.78,2025-06-01,Revenue from sale 871,2025-06
872,2,872.0,,revenue,sales,26.05,2025-12-28,Revenue from sale 872,2025-12
873,1,873.0,,revenue,sales,8.81,2025-08-04,Revenue from sale 873,2025-08
874,4,874.0,,revenue,sales,20.78,2025-10-15,Revenue from sale 874,2025-10
875,3,875.0,,revenue,sales,18.24,2025-06-05,Revenue from sale 875,2025-06
876,2,876.0,,revenue,sales,12.58,2025-05-25,Revenue from sale 876,2025-05
877,2,877.0,,revenue,sales,30.67,2025-01-04,Revenue from sale 877,2025-01
878,4,878.0,,revenue,sales,37.12,2025-12-16,Revenue from sale 878,2025-12
879,5,879.0,,revenue,sales,34.95,2025-09-03,Revenue from sale 879,2025-09
880,3,880.0,,revenue,sales,40.74,2025-06-07,Revenue from sale 880,2025-06
881,2,881.0,,revenue,sales,91.48,2025-03-08,Revenue from sale 881,2025-03
882,2,882.0,,revenue,sales,14.37,2025-06-09,Revenue from sale 882,2025-06
883,5,883.0,,revenue,sales,13.04,2025-12-01,Revenue from sale 883,2025-12
884,4,884.0,,revenue,sales,22.94,2025-05-28,Revenue from sale 884,2025-05
885,3,885.0,,revenue,sales,42.07,2025-02-07,Revenue from sale 885,2025-02
886,2,886.0,,revenue,sales,17.47,2025-07-12,Revenue from sale 886,2025-07
887,5,887.0,,revenue,sales,20.88,2025-12-22,Revenue from sale 887,2025-12
888,1,888.0,,revenue,sales,32.01,2025-05-03,Revenue from sale 888,2025-05
889,2,889.0,,revenue,sales,24.92,2025-11-19,Revenue from sale 889,2025-11
890,5,890.0,,revenue,sales,31.34,2025-12-15,Revenue from sale 890,2025-12
891,5,891.0,,revenue,sales,15.96,2025-11-29,Revenue from sale 891,2025-11
892,5,892.0,,revenue,sales,26.55,2025-09-21,Revenue from sale 892,2025-09
893,1,893.0,,revenue,sales,32.91,2025-04-26,Revenue from sale 893,2025-04
894,4,894.0,,revenue,sales,48.98,2025-11-22,Revenue from sale 894,2025-11
895,1,895.0,,revenue,sales,9.66,2025-05-09,Revenue from sale 895,2025-05
896,1,896.0,,revenue,sales,15.57,2025-04-26,Revenue from sale 896,2025-04
897,3,897.0,,revenue,sales,24.56,2025-11-16,Revenue from sale 897,2025-11
898,5,898.0,,revenue,sales,43.48,2025-11-01,Revenue from sale 898,2025-11
899,3,899.0,,revenue,sales,20.89,2025-03-31,Revenue from sale 899,2025-03
900,5,900.0,,revenue,sales,48.79,2025-11-20,Revenue from sale 900,2025-11
901,2,901.0,,revenue,sales,43.26,2025-02-07,Revenue from sale 901,2025-02
902,3,902.0,,revenue,sales,27.15,2025-03-30,Revenue from sale 902,2025-03
903,4,903.0,,revenue,sales,51.77,2025-10-09,Revenue from sale 903,2025-10
904,4,904.0,,revenue,sales,14.85,2025-07-19,Revenue from sale 904,2025-07
905,1,905.0,,revenue,sales,29.56,2025-02-06,Revenue from sale 905,2025-02
906,5,906.0,,revenue,sales,51.17,2025-10-15,Revenue from sale 906,2025-10
907,4,907.0,,revenue,sales,22.23,2025-05-28,Revenue from sale 907,2025-05
908,3,908.0,,revenue,sales,19.34,2025-08-12,Revenue from sale 908,2025-08
909,2,909.0,,revenue,sales,24.3,2025-03-01,Revenue from sale 909,2025-03
910,3,910.0,,revenue,sales,70.43,2025-03-18,Revenue from sale 910,2025-03
911,2,911.0,,revenue,sales,24.43,2025-07-27,Revenue from sale 911,2025-07
912,3,912.0,,revenue,sales,20.36,2025-12-22,Revenue from sale 912,2025-12
913,2,913.0,,revenue,sales,36.45,2025-12-14,Revenue from sale 913,2025-12
914,1,914.0,,revenue,sales,35.86,2025-05-28,Revenue from sale 914,2025-05
915,5,915.0,,revenue,sales,15.17,2025-10-05,Revenue from sale 915,2025-10
916,1,916.0,,revenue,sales,42.86,2025-08-03,Revenue from sale 916,2025-08
917,4,917.0,,revenue,sales,42.66,2025-12-13,Revenue from sale 917,2025-12
918,5,918.0,,revenue,sales,27.89,2025-12-24,Revenue from sale 918,2025-12
919,3,919.0,,revenue,sales,35.44,2025-10-04,Revenue from sale 919,2025-10
920,4,920.0,,revenue,sales,21.07,2025-08-22,Revenue from sale 920,2025-08
921,4,921.0,,revenue,sales,24.91,2025-07-14,Revenue from sale 921,2025-07
922,3,922.0,,revenue,sales,27.94,2025-03-23,Revenue from sale 922,2025-03
923,2,923.0,,revenue,sales,27.64,2025-04-25,Revenue from sale 923,2025-04
924,1,924.0,,revenue,sales,33.12,2025-01-27,Revenue from sale 924,2025-01
925,4,925.0,,revenue,sales,17.19,2025-10-04,Revenue from sale 925,2025-10
926,3,926.0,,revenue,sales,29.51,2025-01-25,Revenue from sale 926,2025-01
927,4,927.0,,revenue,sales,95.0,2025-06-02,Revenue from sale 927,2025-06
928,1,928.0,,revenue,sales,53.91,2025-12-23,Revenue from sale 928,2025-12
929,1,929.0,,revenue,sales,16.47,2025-11-21,Revenue from sale 929,2025-11
930,4,930.0,,revenue,sales,17.29,2025-05-18,Revenue from sale 930,2025-05
931,1,931.0,,revenue,sales,21.73,2025-06-01,Revenue from sale 931,2025-06
932,4,932.0,,revenue,sales,11.48,2025-10-08,Revenue from sale 932,2025-10
933,5,933.0,,revenue,sales,31.46,2025-11-22,Revenue from sale 933,2025-11
934,3,934.0,,revenue,sales,15.48,2025-09-09,Revenue from sale 934,2025-09
935,3,935.0,,revenue,sales,38.51,2025-03-10,Revenue from sale 935,2025-03
936,3,936.0,,revenue,sales,15.48,2025-07-23,Revenue from sale 936,2025-07
937,2,937.0,,revenue,sales,48.48,2025-02-22,Revenue from sale 937,2025-02
938,5,938.0,,revenue,sales,16.68,2025-12-31,Revenue from sale 938,2025-12
939,5,939.0,,revenue,sales,39.79,2025-11-15,Revenue from sale 939,2025-11
940,1,940.0,,revenue,sales,59.14,2025-02-08,Revenue from sale 940,2025-02
941,2,941.0,,revenue,sales,23.46,2025-05-18,Revenue from sale 941,2025-05
942,1,942.0,,revenue,sales,29.15,2025-12-14,Revenue from sale 942,2025-12
943,5,943.0,,revenue,sales,37.03,2025-12-21,Revenue from sale 943,2025-12
944,2,944.0,,revenue,sales,57.95,2025-03-05,Revenue from sale 944,2025-03
945,5,945.0,,revenue,sales,43.34,2025-07-05,Revenue from sale 945,2025-07
946,2,946.0,,revenue,sales,30.75,2025-12-19,Revenue from sale 946,2025-12
947,4,947.0,,revenue,sales,49.26,2025-12-02,Revenue from sale 947,2025-12
948,3,948.0,,revenue,sales,30.4,2025-10-18,Revenue from sale 948,2025-10
949,3,949.0,,revenue,sales,31.68,2025-09-15,Revenue from sale 949,2025-09
950,3,950.0,,revenue,sales,43.75,2025-02-23,Revenue from sale 950,2025-02
951,1,951.0,,revenue,sales,59.97,2025-02-15,Revenue from sale 951,2025-02
952,1,952.0,,revenue,sales,38.34,2025-05-31,Revenue from sale 952,2025-05
953,1,953.0,,revenue,sales,29.29,2025-02-08,Revenue from sale 953,2025-02
954,4,954.0,,revenue,sales,34.42,2025-12-27,Revenue from sale 954,2025-12
955,1,955.0,,revenue,sales,53.11,2025-01-22,Revenue from sale 955,2025-01
956,5,956.0,,revenue,sales,46.44,2025-12-25,Revenue from sale 956,2025-12
957,1,957.0,,revenue,sales,9.23,2025-06-14,Revenue from sale 957,2025-06
958,3,958.0,,revenue,sales,32.77,2025-06-19,Revenue from sale 958,2025-06
959,5,959.0,,revenue,sales,58.31,2025-12-01,Revenue from sale 959,2025-12
960,3,960.0,,revenue,sales,38.31,2025-06-06,Revenue from sale 960,2025-06
961,1,961.0,,revenue,sales,50.83,2025-11-16,Revenue from sale 961,2025-11
962,2,962.0,,revenue,sales,24.95,2025-05-04,Revenue from sale 962,2025-05
963,3,963.0,,revenue,sales,12.25,2025-07-09,Revenue from sale 963,2025-07
964,4,964.0,,revenue,sales,14.86,2025-06-21,Revenue from sale 964,2025-06
965,5,965.0,,revenue,sales,22.84,2025-10-18,Revenue from sale 965,2025-10
966,2,966.0,,revenue,sales,41.31,2025-12-31,Revenue from sale 966,2025-12
967,4,967.0,,revenue,sales,24.09,2025-08-25,Revenue from sale 967,2025-08
968,5,968.0,,revenue,sales,34.3,2025-11-28,Revenue from sale 968,2025-11
969,4,969.0,,revenue,sales,51.15,2025-10-14,Revenue from sale 969,2025-10
970,5,970.0,,revenue,sales,20.8,2025-12-25,Revenue from sale 970,2025-12
971,2,971.0,,revenue,sales,22.03,2025-03-30,Revenue from sale 971,2025-03
972,2,972.0,,revenue,sales,14.63,2025-08-02,Revenue from sale 972,2025-08
973,5,973.0,,revenue,sales,49.09,2025-12-08,Revenue from sale 973,2025-12
974,5,974.0,,revenue,sales,31.26,2025-10-12,Revenue from sale 974,2025-10
975,5,975.0,,revenue,sales,43.07,2025-10-30,Revenue from sale 975,2025-10
976,1,976.0,,revenue,sales,40.91,2025-05-19,Revenue from sale 976,2025-05
977,5,977.0,,revenue,sales,50.54,2025-12-16,Revenue from sale 977,2025-12
978,4,978.0,,revenue,sales,44.78,2025-06-28,Revenue from sale 978,2025-06
979,3,979.0,,revenue,sales,66.71,2025-04-19,Revenue from sale 979,2025-04
980,4,980.0,,revenue,sales,31.52,2025-06-13,Revenue from sale 980,2025-06
981,5,981.0,,revenue,sales,26.53,2025-10-12,Revenue from sale 981,2025-10
982,3,982.0,,revenue,sales,28.81,2025-02-18,Revenue from sale 982,2025-02
983,1,983.0,,revenue,sales,39.4,2025-08-11,Revenue from sale 983,2025-08
984,3,984.0,,revenue,sales,31.5,2025-11-04,Revenue from sale 984,2025-11
985,3,985.0,,revenue,sales,22.36,2025-10-12,Revenue from sale 985,2025-10
986,4,986.0,,revenue,sales,19.87,2025-06-22,Revenue from sale 986,2025-06
987,1,987.0,,revenue,sales,38.88,2025-06-10,Revenue from sale 987,2025-06
988,5,988.0,,revenue,sales,27.96,2025-11-10,Revenue from sale 988,2025-11
989,5,989.0,,revenue,sales,74.91,2025-12-01,Revenue from sale 989,2025-12
990,3,990.0,,revenue,sales,33.75,2025-09-02,Revenue from sale 990,2025-09
991,4,991.0,,revenue,sales,11.77,2025-04-17,Revenue from sale 991,2025-04
992,2,992.0,,revenue,sales,20.21,2025-05-25,Revenue from sale 992,2025-05
993,2,993.0,,revenue,sales,40.62,2025-08-24,Revenue from sale 993,2025-08
994,3,994.0,,revenue,sales,26.48,2025-07-26,Revenue from sale 994,2025-07
995,3,995.0,,revenue,sales,20.49,2025-12-29,Revenue from sale 995,2025-12
