payment_id,sale_id,payment_method,payment_amount,payment_timestamp,confirmation_code
808,808,cash,19.17,2025-02-10 08:12:00,
809,809,credit_card,21.07,2025-07-21 19:18:00,bfDT9152QEDO
810,810,credit_card,28.14,2025-11-09 15:40:00,cPNC4905uUUZ
811,811,credit_card,36.26,2025-12-30 15:42:00,ZPsu9230ZdVe
812,812,debit_card,45.67,2025-10-11 13:35:00,zqlp8961Xzfb
813,813,cash,22.24,2025-07-08 18:00:00,
814,814,debit_card,23.5,2025-07-27 19:55:00,sPWP3266jhtF
815,815,debit_card,37.56,2025-05-10 15:41:00,wQgx6492GmFC
816,816,cash,31.81,2025-01-26 18:37:00,
817,817,credit_card,82.98,2025-09-06 11:39:00,MBfW6749BZxN
818,818,credit_card,14.09,2025-06-10 10:36:00,cGvD2661RoPR
819,819,credit_card,58.49,2025-06-17 17:22:00,fsDB2788fZEt
820,820,credit_card,14.76,2025-12-28 18:36:00,HBsK2243dJec
821,821,debit_card,15.31,2025-08-09 18:42:00,AgDQ8186UKqw
822,822,credit_card,40.79,2025-12-10 19:45:00,bhVQ4918DlYl
823,823,debit_card,14.75,2025-09-22 14:03:00,TtuL6016UDWQ
824,824,credit_card,75.59,2025-12-26 14:54:00,Zlnl7945fVMq
825,825,cash,54.85,2025-12-10 09:08:00,
826,826,credit_card,33.72,2025-08-16 19:14:00,azha1680kPED
827,827,credit_card,42.89,2025-12-24 17:42:00,NNxS6974RSRz
828,828,credit_card,15.85,2025-01-06 16:46:00,amhb4122Smbn
829,829,credit_card,34.38,2025-12-14 18:42:00,OYIm7236ftXD
830,830,debit_card,23.71,2025-02-22 08:49:00,hkjV2760SCFE
831,831,cash,21.58,2025-08-17 14:50:00,
832,832,credit_card,53.21,2025-04-16 20:12:00,msKz0793dvag
833,833,credit_card,15.94,2025-02-16 11:46:00,MUJs6679cFzF
834,834,credit_card,46.2,2025-08-09 19:02:00,oTdH8997bBKu
835,835,credit_card,23.68,2025-12-31 19:25:00,EhFN8146PwCS
836,836,debit_card,31.06,2025-10-08 12:33:00,UmEw6024CoGo
837,837,debit_card,19.21,2025-12-25 14:20:00,isUT9597yARP
838,838,debit_card,25.81,2025-08-10 18:56:00,nsSV5729fQEi
839,839,debit_card,51.72,2025-07-18 20:30:00,FgYA2329Ftpn
840,840,debit_card,31.09,2025-04-05 10:48:00,qwRk8005lGcZ
841,841,debit_card,18.13,2025-11-06 11:56:00,NohJ1561oFqv
842,842,credit_card,27.89,2025-11-06 16:59:00,jSGM5084QgTd
843,843,credit_card,27.61,2025-08-03 16:53:00,YNNY7711gJcG
844,844,credit_card,27.9,2025-09-23 12:15:00,xkUs1213TCWG
845,845,credit_card,22.37,2025-12-08 11:26:00,vihm7125CAXX
846,846,credit_card,17.13,2025-03-29 18:32:00,sGkf0375rxTW
847,847,cash,19.37,2025-10-22 18:33:00,
848,848,credit_card,39.06,2025-07-29 20:24:00,WWHA6532YoiZ
849,849,debit_card,22.0,2025-07-21 11:22:00,HYRx6667bCjX
850,850,debit_card,19.94,2025-05-03 14:03:00,vuzX0811kBdz
851,851,debit_card,21.58,2025-09-05 15:46:00,OTZQ0290HsAz
852,852,credit_card,20.69,2025-09-01 20:25:00,arHN8455jSzC
853,853,credit_card,22.53,2025-11-23 20:16:00,PCSw3899ZYPz
854,854,debit_card,27.41,2025-08-22 13:58:00,IvyU3410UViH
855,855,debit_card,19.15,2025-12-09 18:45:00,GJtH8431vWOk
856,856,credit_card,19.59,2025-09-22 18:32:00,qpXt0089UBGh
857,857,debit_card,16.58,2025-11-02 13:36:00,whdW0548PhCt
858,858,credit_card,26.58,2025-10-04 13:45:00,pZVL9075KTOQ
859,859,debit_card,17.5,2025-05-04 20:30:00,tsQY8935TKRi
860,860,credit_card,34.88,2025-10-15 17:51:00,uHLm6831XxDg
861,861,debit_card,31.07,2025-08-18 18:31:00,fdBi2661EnCe
862,862,credit_card,32.11,2025-03-10 17:32:00,JHXz5869qLFO
863,863,cash,24.7,2025-05-22 19:52:00,
864,864,credit_card,34.57,2025-07-06 16:24:00,kjGi6776FTDi
865,865,credit_card,62.74,2025-04-12 09:50:00,DEcV8813kJxh
866,866,cash,44.52,2025-09-13 17:11:00,
867,867,credit_card,19.7,2025-07-23 19:00:00,xKsc9611Hjhx
868,868,cash,14.19,2025-06-29 14:13:00,
869,869,cash,32.48,2025-09-30 11:55:00,
870,870,debit_card,14.62,2025-12-12 13:02:00,FbYj4544jYLA
871,871,credit_card,25.78,2025-06-01 13:49:00,lVFa0443hJwe
872,872,credit_card,26.05,2025-12-28 16:24:00,tKCv0679YyEU
873,873,cash,8.81,2025-08-04 15:35:00,
874,874,credit_card,20.78,2025-10-15 10:06:00,ODWC9228QCjU
875,875,debit_card,18.24,2025-06-05 14:35:00,Ayoz5199vIcQ
876,876,credit_card,12.58,2025-05-25 19:52:00,TbKO7412YXTt
877,877,credit_card,30.67,2025-01-04 13:53:00,mNIK8181WdKH
878,878,credit_card,37.12,2025-12-16 10:34:00,hQIl3780brYn
879,879,credit_card,34.95,2025-09-03 12:55:00,ZIMu3971zLcF
880,880,credit_card,40.74,2025-06-07 10:06:00,AbHu0562yqfh
881,881,debit_card,91.48,2025-03-08 17:07:00,jlqX1824fjtA
882,882,credit_card,14.37,2025-06-09 19:47:00,lbTd2095tygu
883,883,credit_card,13.04,2025-12-01 13:02:00,yhdm2654pWML
884,884,credit_card,22.94,2025-05-28 14:36:00,yhrd3788uDJA
885,885,cash,42.07,2025-02-07 18:08:00,
886,886,debit_card,17.47,2025-07-12 16:13:00,Oobr1706JLRg
887,887,credit_card,20.88,2025-12-22 16:29:00,KACf3824OGnY
888,888,debit_card,32.01,2025-05-03 18:30:00,YpIB2582JCca
889,889,debit_card,24.92,2025-11-19 11:24:00,adEr7942MqRy
890,890,credit_card,31.34,2025-12-15 13:51:00,sckV5398IKet
891,891,credit_card,15.96,2025-11-29 19:08:00,UJrB1612nNGZ
892,892,cash,26.55,2025-09-21 13:02:00,
893,893,debit_card,32.91,2025-04-26 17:11:00,rpQu5547vnDM
894,894,credit_card,48.98,2025-11-22 20:14:00,MEaa5020RlAJ
895,895,cash,9.66,2025-05-09 09:44:00,
896,896,credit_card,15.57,2025-04-26 19:09:00,YPPe7681IbQC
897,897,debit_card,24.56,2025-11-16 20:49:00,wylX1569ZSah
898,898,credit_card,43.48,2025-11-01 12:01:00,aoVb7537WrRT
899,899,credit_card,20.89,2025-03-31 20:54:00,OtZT5319ooFx
900,900,cash,48.79,2025-11-20 12:40:00,
901,901,credit_card,43.26,2025-02-07 14:19:00,namO0479zhrK
902,902,credit_card,27.15,2025-03-30 16:36:00,mQVK8728RRMK
903,903,credit_card,51.77,2025-10-09 11:18:00,Veiq2192KoHU
904,904,debit_card,14.85,2025-07-19 17:20:00,NqRJ4308DaBP
905,905,credit_card,29.56,2025-02-06 19:25:00,rhRH0566DFxH
906,906,cash,51.17,2025-10-15 18:09:00,
907,907,credit_card,22.23,2025-05-28 15:59:00,AICu0304azmv
908,908,debit_card,19.34,2025-08-12 12:21:00,SBep1903mkvt
909,909,cash,24.3,2025-03-01 20:50:00,
910,910,debit_card,70.43,2025-03-18 10:41:00,BZbL1107ZOvq
911,911,credit_card,24.43,2025-07-27 11:41:00,vdvH3173YpeX
912,912,debit_card,20.36,2025-12-22 18:15:00,OCLh9971fdcy
913,913,credit_card,36.45,2025-12-14 13:14:00,ZCdt5120NOBe
914,914,cash,35.86,2025-05-28 12:53:00,
915,915,credit_card,15.17,2025-10-05 18:31:00,syzg1080NWAo
916,916,debit_card,42.86,2025-08-03 15:29:00,yDYB9907NNgv
917,917,credit_card,42.66,2025-12-13 18:37:00,Lmgg0785aMTe
918,918,credit_card,27.89,2025-12-24 16:51:00,OGqw9392AEUN
919,919,credit_card,35.44,2025-10-04 18:19:00,Zcdi7232tLBG
920,920,credit_card,21.07,2025-08-22 19:57:00,XjjE5498tMvs
921,921,credit_card,24.91,2025-07-14 12:43:00,QRjd5089pGJd
922,922,credit_card,27.94,2025-03-23 17:04:00,OmYe6533vmQE
923,923,credit_card,27.64,2025-04-25 19:20:00,KvNt7959Avkg
924,924,cash,33.12,2025-01-27 19:02:00,
925,925,debit_card,17.19,2025-10-04 11:48:00,aOoS7073oDNn
926,926,credit_card,29.51,2025-01-25 13:03:00,nzla3756xaew
927,927,cash,95.0,2025-06-02 08:33:00,
928,928,cash,53.91,2025-12-23 11:14:00,
929,929,credit_card,16.47,2025-11-21 20:29:00,sCmO0812LWxc
930,930,cash,17.29,2025-05-18 10:09:00,
931,931,cash,21.73,2025-06-01 11:08:00,
932,932,cash,11.48,2025-10-08 20:13:00,
933,933,credit_card,31.46,2025-11-22 12:14:00,loqU0334lvJp
934,934,cash,15.48,2025-09-09 15:50:00,
935,935,credit_card,38.51,2025-03-10 18:43:00,qgbR2302iyPY
936,936,debit_card,15.48,2025-07-23 19:45:00,DpxZ1534xQkH
937,937,credit_card,48.48,2025-02-22 17:47:00,jiYm9611mIyS
938,938,credit_card,16.68,2025-12-31 14:51:00,OpcW5596NLmI
939,939,credit_card,39.79,2025-11-15 17:52:00,dOYr4253iGLF
940,940,credit_card,59.14,2025-02-08 20:38:00,ekGy3179WPWG
941,941,debit_card,23.46,2025-05-18 13:57:00,luTx5787HSET
942,942,credit_card,29.15,2025-12-14 19:12:00,zOYL7749Pcno
943,943,debit_card,37.03,2025-12-21 15:33:00,ntBy3736Kkxq
944,944,credit_card,57.95,2025-03-05 17:30:00,sCHw8121oLcD
945,945,credit_card,43.34,2025-07-05 12:21:00,CDBA8956xZFu
946,946,cash,30.75,2025-12-19 11:16:00,
947,947,cash,49.26,2025-12-02 09:33:00,
948,948,credit_card,30.4,2025-10-18 15:23:00,CoqP4602ewfs
949,949,debit_card,31.68,2025-09-15 20:19:00,Yrog8881hexc
950,950,debit_card,43.75,2025-02-23 19:38:00,Rvqt8353VXRr
951,951,cash,59.97,2025-02-15 18:15:00,
952,952,credit_card,38.34,2025-05-31 18:36:00,qaXt3928swYz
953,953,debit_card,29.29,2025-02-08 18:55:00,PGWj6907zooU
954,954,debit_card,34.42,2025-12-27 18:30:00,LYJW3738DUDv
955,955,cash,53.11,2025-01-22 18:24:00,
956,956,credit_card,46.44,2025-12-25 16:03:00,XSAn1536CCJb
957,957,cash,9.23,2025-06-14 14:28:00,
958,958,debit_card,32.77,2025-06-19 12:12:00,tVaF5292ZQwv
959,959,credit_card,58.31,2025-12-01 18:55:00,WXSI3666tuLb
960,960,credit_card,38.31,2025-06-06 19:55:00,vKOZ9022MMKz
961,961,credit_card,50.83,2025-11-16 08:09:00,IymE6361gvKC
962,962,cash,24.95,2025-05-04 17:06:00,
963,963,credit_card,12.25,2025-07-09 15:04:00,RJlc4121SMFb
964,964,debit_card,14.86,2025-06-21 12:05:00,snos2316QHeD
965,965,credit_card,22.84,2025-10-18 18:23:00,kuAz0580khiI
966,966,cash,41.31,2025-12-31 10:19:00,
967,967,credit_card,24.09,2025-08-25 19:59:00,nint6716BTQE
968,968,credit_card,34.3,2025-11-28 16:32:00,LmGT2994RDrm
969,969,debit_card,51.15,2025-10-14 19:29:00,zMZp0271HvKF
970,970,credit_card,20.8,2025-12-25 11:38:00,VfsP7790DwST
971,971,credit_card,22.03,2025-03-30 11:39:00,AplN4692UBDy
972,972,debit_card,14.63,2025-08-02 10:13:00,Scpk2916rOIs
973,973,debit_card,49.09,2025-12-08 20:32:00,WJhx1376eWgG
974,974,credit_card,31.26,2025-10-12 11:40:00,qnGc5672DbeO
975,975,credit_card,43.07,2025-10-30 10:54:00,mzca7656qhTi
976,976,credit_card,40.91,2025-05-19 18:28:00,efJQ5777pTCi
977,977,credit_card,50.54,2025-12-16 10:43:00,bMgl7422shIV
978,978,debit_card,44.78,2025-06-28 17:59:00,RrjC6210wlnT
979,979,cash,66.71,2025-04-19 16:33:00,
980,980,credit_card,31.52,2025-06-13 20:30:00,SdOZ0837HPQT
981,981,credit_card,26.53,2025-10-12 09:20:00,dMad1647XyXm
982,982,credit_card,28.81,2025-02-18 19:39:00,fbAb3533avmR
983,983,debit_card,39.4,2025-08-11 10:58:00,UkcA1312Gguu
984,984,credit_card,31.5,2025-11-04 13:10:00,IzBh8393ongw
985,985,debit_card,22.36,2025-10-12 17:42:00,Puay5206nDoe
986,986,credit_card,19.87,2025-06-22 17:27:00,enAt4950XMFg
987,987,cash,38.88,2025-06-10 16:46:00,
988,988,credit_card,27.96,2025-11-10 16:37:00,gMuO8924SyRX
989,989,credit_card,74.91,2025-12-01 18:00:00,QEev2525bMLC
990,990,credit_card,33.75,2025-09-02 19:59:00,LTao6838bNWh
991,991,credit_card,11.77,2025-04-17 15:37:00,Nfdi4363xFsm
992,992,credit_card,20.21,2025-05-25 11:48:00,pUMC2630Vvir
993,993,credit_card,40.62,2025-08-24 13:20:00,PsWb5086oUvv
994,994,credit_card,26.48,2025-07-26 16:28:00,QpZR3380SUoM
995,995,credit_card,20.49,2025-12-29 18:39:00,COae6852Femd
996,996,debit_card,29.29,2025-07-19 10:40:00,lLJY2321npGf
997,997,credit_card,23.29,2025-12-31 12:55:00,UmpB6742lMpt
998,998,credit_card,37.1,2025-11-15 10:14:00,rYEf4973xzyk
999,999,debit_card,56.57,2025-07-09 12:59:00,NVBW7768jYEb
1000,1000,credit_card,86.79,2025-12-04 13:28:00,MIjJ6614Ulqy
