sale_id,store_id,customer_id,employee_id,sale_timestamp,sales_subtotal,discount_total,tax_total,points_earned,points_redeemed,total_amount
661,5,,61,2025-08-16 17:46:00,15.91,0.0,1.41,0,0,17.32
662,2,166.0,16,2025-01-16 08:21:00,15.72,0.0,1.4,15,0,17.12
663,1,83.0,10,2025-06-30 19:17:00,31.99,0.0,2.84,31,0,34.83
664,3,127.0,41,2025-11-30 20:29:00,34.94,0.52,3.05,34,0,37.47
665,5,,62,2025-10-23 13:02:00,16.95,0.0,1.5,0,0,18.45
666,2,,17,2025-01-07 17:30:00,22.38,0.24,1.96,0,0,24.1
667,5,,72,2025-09-20 15:14:00,15.87,0.0,1.41,0,0,17.28
668,5,179.0,73,2025-12-06 12:52:00,20.94,0.0,1.86,20,10,22.7
669,2,12.0,28,2025-12-03 12:52:00,17.08,0.0,1.52,17,0,18.6
670,3,,42,2025-06-07 15:34:00,29.7,0.0,2.64,0,0,32.34
671,5,160.0,62,2025-10-14 15:49:00,24.62,0.0,2.19,24,0,26.81
672,4,92.0,57,2025-04-24 20:54:00,32.58,0.83,2.82,31,0,34.57
673,2,65.0,16,2025-12-28 16:43:00,31.53,0.0,2.8,31,0,34.33
674,3,63.0,43,2025-05-13 12:42:00,27.78,1.88,2.3,25,0,28.2
675,2,109.0,16,2025-04-07 11:48:00,17.25,0.0,1.53,17,0,18.78
676,5,44.0,61,2025-08-30 16:54:00,41.07,0.98,3.56,40,0,43.65
677,5,,72,2025-12-25 10:11:00,5.13,0.15,0.44,0,0,5.42
678,1,,1,2025-06-19 11:29:00,16.49,0.0,1.46,0,0,17.95
679,3,,42,2025-07-07 17:50:00,16.8,0.0,1.49,0,0,18.29
680,1,7.0,10,2025-03-09 18:04:00,33.99,0.0,3.02,33,0,37.01
681,1,190.0,10,2025-05-10 16:01:00,22.94,1.46,1.91,21,0,23.39
682,2,118.0,25,2025-05-27 18:10:00,50.66,0.0,4.5,50,0,55.16
683,2,,26,2025-08-27 18:47:00,18.91,0.0,1.68,0,0,20.59
684,2,77.0,16,2025-09-04 19:41:00,20.43,0.19,1.8,20,10,21.94
685,3,4.0,42,2025-12-03 09:41:00,26.53,0.46,2.31,26,0,28.38
686,2,38.0,29,2025-10-08 08:38:00,87.31,0.0,7.75,87,0,95.06
687,3,154.0,42,2025-10-18 17:07:00,19.68,0.1,1.74,19,0,21.32
688,4,126.0,60,2025-04-19 19:02:00,28.78,1.18,2.45,27,20,29.85
689,5,,61,2025-07-12 13:44:00,34.24,0.0,3.04,0,0,37.28
690,2,19.0,16,2025-05-24 11:23:00,23.74,0.0,2.11,23,0,25.85
691,1,61.0,1,2025-04-27 13:45:00,16.34,0.57,1.4,15,0,17.17
692,1,42.0,14,2025-02-22 16:16:00,54.38,0.0,4.83,54,30,58.91
693,4,20.0,46,2025-07-06 11:03:00,22.96,0.0,2.04,22,0,25.0
694,2,161.0,30,2025-11-11 16:59:00,38.16,0.0,3.39,38,0,41.55
695,4,96.0,46,2025-10-16 13:19:00,50.76,1.94,4.33,48,30,52.85
696,5,34.0,73,2025-09-20 17:37:00,67.34,0.0,5.98,67,10,73.22
697,1,,10,2025-11-29 09:34:00,15.54,0.0,1.38,0,0,16.92
698,1,,12,2025-03-02 20:05:00,28.55,0.0,2.53,0,0,31.08
699,2,7.0,17,2025-03-12 19:13:00,44.02,2.23,3.71,41,0,45.5
700,4,,57,2025-05-14 18:15:00,8.83,0.0,0.78,0,0,9.61
701,5,157.0,61,2025-07-02 16:31:00,11.58,0.59,0.98,10,0,11.97
702,3,153.0,42,2025-02-07 12:22:00,51.06,1.15,4.43,49,10,54.24
703,1,189.0,14,2025-12-24 15:45:00,20.59,0.93,1.74,19,0,21.4
704,3,,41,2025-09-06 16:37:00,17.27,0.22,1.51,0,0,18.56
705,2,26.0,29,2025-04-06 11:08:00,15.19,0.24,1.33,14,0,16.28
706,4,96.0,46,2025-06-12 12:13:00,22.4,0.61,1.93,21,0,23.72
707,2,1.0,17,2025-02-14 08:06:00,92.78,3.65,7.91,89,0,97.04
708,2,90.0,17,2025-06-17 11:26:00,56.15,0.0,4.98,56,0,61.13
709,3,30.0,42,2025-07-20 13:24:00,13.49,0.0,1.2,13,0,14.69
710,3,86.0,31,2025-11-23 19:03:00,42.99,0.0,3.82,42,10,46.71
711,2,,28,2025-06-13 11:47:00,19.61,0.0,1.74,0,0,21.35
712,3,,32,2025-04-29 15:18:00,18.58,0.0,1.65,0,0,20.23
713,2,,29,2025-06-09 08:04:00,12.35,0.67,1.04,0,0,12.72
714,4,86.0,60,2025-07-13 17:24:00,36.63,0.0,3.25,36,20,39.68
715,2,125.0,29,2025-06-29 15:24:00,56.87,0.99,4.96,55,0,60.84
716,2,,30,2025-12-17 16:17:00,30.01,0.0,2.66,0,0,32.67
717,4,100.0,60,2025-08-31 18:01:00,15.03,0.0,1.33,15,0,16.36
718,1,,12,2025-12-20 10:51:00,18.78,0.0,1.67,0,0,20.45
719,2,,16,2025-12-20 20:51:00,23.95,0.33,2.1,0,0,25.72
720,5,,62,2025-12-20 17:09:00,13.23,0.0,1.17,0,0,14.4
721,5,2.0,73,2025-09-01 18:12:00,42.72,0.0,3.79,42,20,46.31
722,2,84.0,25,2025-10-02 18:12:00,36.3,0.0,3.22,36,10,39.42
723,4,111.0,60,2025-10-11 20:39:00,36.82,0.0,3.27,36,0,40.09
724,2,70.0,25,2025-04-04 09:21:00,21.38,0.36,1.87,21,0,22.89
725,3,,31,2025-06-19 16:36:00,18.51,0.0,1.64,0,0,20.15
726,5,19.0,75,2025-08-15 19:43:00,13.85,0.0,1.23,13,0,15.08
727,5,90.0,72,2025-10-14 18:02:00,85.7,4.98,7.16,80,0,87.88
728,2,,16,2025-12-07 15:56:00,26.27,0.0,2.33,0,0,28.6
729,3,63.0,31,2025-03-31 14:34:00,48.07,0.0,4.27,48,0,52.34
730,4,48.0,57,2025-12-19 12:59:00,46.17,0.0,4.1,46,0,50.27
731,5,22.0,61,2025-12-04 12:37:00,21.81,0.0,1.94,21,30,23.45
732,2,,28,2025-08-04 08:48:00,14.78,0.0,1.31,0,0,16.09
733,3,4.0,31,2025-09-21 09:12:00,17.85,0.0,1.58,17,0,19.43
734,1,54.0,14,2025-03-02 18:08:00,29.25,0.0,2.6,29,0,31.85
735,2,54.0,30,2025-01-25 15:40:00,35.49,0.72,3.09,34,30,37.56
736,4,49.0,46,2025-11-04 19:24:00,37.13,0.0,3.3,37,0,40.43
737,1,,1,2025-05-22 16:06:00,23.3,0.0,2.07,0,0,25.37
738,1,187.0,2,2025-03-02 10:17:00,32.85,0.0,2.92,32,0,35.77
739,4,116.0,47,2025-10-23 19:21:00,28.01,0.0,2.49,28,20,30.3
740,5,131.0,62,2025-07-31 20:11:00,25.56,0.0,2.27,25,10,27.73
741,4,7.0,47,2025-11-14 13:25:00,23.13,0.78,1.98,22,20,24.13
742,2,186.0,16,2025-10-17 15:57:00,59.1,0.0,5.25,59,30,64.05
743,1,,1,2025-10-04 16:30:00,8.55,0.2,0.74,0,0,9.09
744,3,,43,2025-09-06 18:33:00,16.08,0.0,1.43,0,0,17.51
745,2,181.0,17,2025-11-23 18:56:00,13.6,0.0,1.21,13,0,14.81
746,1,63.0,12,2025-07-21 10:35:00,55.01,1.03,4.79,53,0,58.77
747,1,,12,2025-03-09 15:08:00,30.87,0.0,2.74,0,0,33.61
748,5,19.0,73,2025-08-12 17:46:00,19.43,0.0,1.72,19,0,21.15
749,4,106.0,60,2025-05-02 18:02:00,22.77,0.0,2.02,22,0,24.79
750,4,143.0,60,2025-11-09 18:05:00,32.36,1.05,2.78,31,30,33.79
751,2,52.0,26,2025-10-11 19:51:00,37.95,0.0,3.37,37,0,41.32
752,1,146.0,14,2025-10-20 16:01:00,20.42,0.36,1.78,20,30,21.54
753,4,97.0,60,2025-12-29 13:48:00,18.96,0.0,1.68,18,0,20.64
754,2,152.0,26,2025-03-02 16:18:00,15.53,0.0,1.38,15,0,16.91
755,3,97.0,31,2025-12-06 10:20:00,18.66,0.0,1.66,18,0,20.32
756,3,2.0,42,2025-01-31 15:56:00,48.75,0.72,4.26,48,10,52.19
757,2,149.0,17,2025-05-11 14:25:00,52.38,0.0,4.65,52,20,56.83
758,3,,42,2025-03-01 15:14:00,22.99,0.0,2.04,0,0,25.03
759,5,172.0,75,2025-09-10 09:46:00,42.44,0.0,3.77,42,0,46.21
760,1,101.0,11,2025-09-25 17:54:00,35.1,0.0,3.12,35,0,38.22
761,4,,46,2025-08-14 14:11:00,15.64,0.0,1.39,0,0,17.03
762,1,,14,2025-01-25 18:16:00,38.77,1.01,3.35,0,0,41.11
763,5,190.0,75,2025-07-25 16:54:00,27.73,0.22,2.44,27,30,29.65
764,4,,60,2025-09-07 15:33:00,18.61,0.67,1.59,0,0,19.53
765,2,73.0,16,2025-09-27 12:43:00,50.91,0.0,4.52,50,20,55.23
766,1,172.0,1,2025-09-19 17:26:00,56.54,0.0,5.02,56,0,61.56
767,2,,29,2025-01-09 19:23:00,24.4,0.0,2.17,0,0,26.57
768,4,47.0,60,2025-11-27 15:29:00,16.78,0.0,1.49,16,0,18.27
769,5,,72,2025-12-05 13:10:00,15.3,0.0,1.36,0,0,16.66
770,3,,32,2025-10-12 18:11:00,11.64,0.0,1.03,0,0,12.67
771,3,95.0,42,2025-04-07 17:55:00,42.34,0.0,3.76,42,0,46.1
772,5,86.0,61,2025-07-05 10:32:00,25.55,0.42,2.23,25,0,27.36
773,4,,47,2025-11-19 16:46:00,41.82,0.0,3.71,0,0,45.53
774,1,53.0,2,2025-04-02 18:46:00,18.48,0.0,1.64,18,0,20.12
775,5,9.0,61,2025-09-28 19:43:00,12.68,0.0,1.13,12,0,13.81
776,4,85.0,57,2025-12-30 13:53:00,29.95,1.07,2.56,28,0,31.44
777,3,45.0,32,2025-08-14 19:05:00,40.8,0.89,3.54,39,20,43.25
778,1,,12,2025-08-13 16:34:00,12.69,0.0,1.13,0,0,13.82
779,1,144.0,12,2025-12-25 12:08:00,18.79,0.0,1.67,18,0,20.46
780,3,,42,2025-05-11 12:46:00,41.42,0.0,3.68,0,0,45.1
781,1,,2,2025-02-03 18:48:00,23.16,0.24,2.03,0,0,24.95
782,5,,72,2025-12-31 10:49:00,26.73,0.0,2.37,0,0,29.1
783,3,7.0,41,2025-11-22 19:37:00,29.05,0.0,2.58,29,20,31.43
784,1,3.0,1,2025-10-19 10:44:00,58.28,0.0,5.17,58,0,63.45
785,3,181.0,42,2025-07-04 18:46:00,40.96,0.28,3.61,40,0,44.29
786,5,166.0,73,2025-12-20 19:08:00,34.59,0.58,3.02,34,0,37.03
787,5,,61,2025-07-15 17:40:00,28.73,0.31,2.52,0,0,30.94
788,4,140.0,60,2025-06-28 16:53:00,46.52,2.22,3.93,44,0,48.23
789,1,31.0,12,2025-02-23 20:38:00,16.43,0.0,1.46,16,0,17.89
790,4,19.0,46,2025-05-20 12:16:00,33.41,0.76,2.9,32,0,35.55
791,5,119.0,72,2025-11-11 19:53:00,24.76,0.83,2.12,23,0,26.05
792,3,87.0,43,2025-01-23 18:50:00,32.66,0.31,2.87,32,0,35.22
793,4,,46,2025-08-30 10:49:00,31.19,0.0,2.77,0,0,33.96
794,5,,73,2025-12-23 20:33:00,29.05,0.72,2.51,0,0,30.84
795,5,150.0,75,2025-09-08 15:24:00,22.34,0.0,1.98,22,0,24.32
796,1,,1,2025-06-21 13:11:00,39.43,0.0,3.5,0,0,42.93
797,4,154.0,60,2025-06-18 14:27:00,12.89,0.56,1.09,12,0,13.42
798,4,45.0,57,2025-08-21 19:33:00,18.44,0.0,1.64,18,0,20.08
799,5,154.0,61,2025-08-25 20:50:00,24.17,0.0,2.15,24,0,26.32
800,3,178.0,41,2025-06-25 12:47:00,71.12,0.56,6.26,70,10,76.72
801,5,193.0,61,2025-07-27 09:03:00,28.55,0.0,2.53,28,0,31.08
802,1,97.0,11,2025-05-20 18:36:00,20.96,0.0,1.86,20,30,22.52
803,4,138.0,57,2025-04-27 13:16:00,17.62,1.0,1.48,16,0,18.1
804,4,168.0,46,2025-05-25 18:49:00,33.39,0.24,2.94,33,0,36.09
805,4,125.0,47,2025-11-17 19:48:00,25.2,0.72,2.17,24,20,26.45
806,4,,46,2025-10-26 17:05:00,48.05,0.0,4.26,0,0,52.31
807,5,158.0,75,2025-08-27 16:09:00,41.03,0.0,3.64,41,20,44.47
808,2,167.0,30,2025-02-10 08:11:00,17.61,0.0,1.56,17,0,19.17
809,5,,72,2025-07-21 19:18:00,19.9,0.55,1.72,0,0,21.07
810,4,11.0,57,2025-11-09 15:39:00,25.85,0.0,2.29,25,0,28.14
811,4,101.0,57,2025-12-30 15:41:00,36.49,3.0,2.97,33,20,36.26
812,3,,43,2025-10-11 13:33:00,41.95,0.0,3.72,0,0,45.67
813,4,,60,2025-07-08 17:57:00,20.43,0.0,1.81,0,0,22.24
814,5,,61,2025-07-27 19:52:00,21.58,0.0,1.92,0,0,23.5
815,1,184.0,10,2025-05-10 15:39:00,35.91,1.41,3.06,34,0,37.56
816,3,,41,2025-01-26 18:37:00,29.22,0.0,2.59,0,0,31.81
817,4,171.0,46,2025-09-06 11:36:00,76.4,0.0,6.78,76,20,82.98
818,3,,43,2025-06-10 10:35:00,12.94,0.0,1.15,0,0,14.09
819,3,52.0,42,2025-06-17 17:20:00,54.21,0.49,4.77,53,0,58.49
820,4,71.0,57,2025-12-28 18:34:00,13.56,0.0,1.2,13,0,14.76
821,1,,11,2025-08-09 18:40:00,14.06,0.0,1.25,0,0,15.31
822,5,6.0,73,2025-12-10 19:42:00,39.39,1.65,3.35,37,30,40.79
823,5,,75,2025-09-22 14:03:00,13.86,0.31,1.2,0,0,14.75
824,1,52.0,14,2025-12-26 14:52:00,69.43,0.0,6.16,69,0,75.59
825,5,166.0,72,2025-12-10 09:05:00,51.34,0.96,4.47,50,0,54.85
826,2,58.0,30,2025-08-16 19:12:00,30.97,0.0,2.75,30,0,33.72
827,5,90.0,62,2025-12-24 17:40:00,40.51,0.93,3.51,39,20,42.89
828,2,48.0,30,2025-01-06 16:45:00,15.08,0.52,1.29,14,0,15.85
829,5,,61,2025-12-14 18:42:00,32.33,0.75,2.8,0,0,34.38
830,1,,2,2025-02-22 08:46:00,23.12,1.34,1.93,0,0,23.71
831,4,181.0,57,2025-08-17 14:49:00,20.04,0.22,1.76,19,0,21.58
832,4,52.0,60,2025-04-16 20:12:00,48.87,0.0,4.34,48,0,53.21
833,3,,43,2025-02-16 11:45:00,14.64,0.0,1.3,0,0,15.94
834,5,20.0,62,2025-08-09 19:00:00,42.43,0.0,3.77,42,0,46.2
835,2,48.0,25,2025-12-31 19:24:00,21.75,0.0,1.93,21,0,23.68
836,1,27.0,2,2025-10-08 12:31:00,28.8,0.0,2.56,28,30,31.06
837,3,178.0,42,2025-12-25 14:18:00,17.64,0.0,1.57,17,0,19.21
838,2,13.0,28,2025-08-10 18:55:00,23.71,0.0,2.1,23,0,25.81
839,3,32.0,31,2025-07-18 20:28:00,47.5,0.0,4.22,47,0,51.72
840,2,44.0,30,2025-04-05 10:47:00,28.56,0.0,2.53,28,0,31.09
841,5,48.0,61,2025-11-06 11:56:00,16.96,0.31,1.48,16,0,18.13
842,3,79.0,32,2025-11-06 16:59:00,25.62,0.0,2.27,25,0,27.89
843,5,,72,2025-08-03 16:50:00,25.58,0.22,2.25,0,0,27.61
844,4,182.0,47,2025-09-23 12:15:00,25.63,0.0,2.27,25,0,27.9
845,5,,72,2025-12-08 11:26:00,21.25,0.7,1.82,0,0,22.37
846,1,,1,2025-03-29 18:31:00,15.73,0.0,1.4,0,0,17.13
847,5,26.0,73,2025-10-22 18:30:00,18.05,0.26,1.58,17,0,19.37
848,4,45.0,60,2025-07-29 20:23:00,35.88,0.0,3.18,35,0,39.06
849,4,56.0,47,2025-07-21 11:20:00,20.96,0.75,1.79,20,0,22.0
850,4,,47,2025-05-03 14:00:00,18.31,0.0,1.63,0,0,19.94
851,4,172.0,47,2025-09-05 15:46:00,19.82,0.0,1.76,19,0,21.58
852,1,103.0,11,2025-09-01 20:25:00,19.0,0.0,1.69,19,0,20.69
853,5,185.0,72,2025-11-23 20:15:00,21.15,0.46,1.84,20,0,22.53
854,3,48.0,42,2025-08-22 13:57:00,25.18,0.0,2.23,25,0,27.41
855,5,,73,2025-12-09 18:42:00,18.01,0.42,1.56,0,0,19.15
856,5,,61,2025-09-22 18:32:00,17.99,0.0,1.6,0,0,19.59
857,5,120.0,73,2025-11-02 13:35:00,15.95,0.72,1.35,15,0,16.58
858,4,135.0,47,2025-10-04 13:44:00,24.41,0.0,2.17,24,0,26.58
859,4,131.0,47,2025-05-04 20:30:00,16.07,0.0,1.43,16,0,17.5
860,2,86.0,16,2025-10-15 17:49:00,32.04,0.0,2.84,32,0,34.88
861,1,166.0,2,2025-08-18 18:31:00,29.72,1.0,2.55,28,20,31.07
862,3,,42,2025-03-10 17:31:00,29.72,0.23,2.62,0,0,32.11
863,4,144.0,60,2025-05-22 19:50:00,22.78,0.0,2.02,22,10,24.7
864,4,190.0,60,2025-07-06 16:23:00,34.86,3.02,2.83,31,10,34.57
865,1,,1,2025-04-12 09:48:00,57.63,0.0,5.11,0,0,62.74
866,5,5.0,62,2025-09-13 17:10:00,41.66,0.77,3.63,40,0,44.52
867,2,74.0,25,2025-07-23 18:59:00,18.09,0.0,1.61,18,0,19.7
868,3,120.0,32,2025-06-29 14:11:00,13.03,0.0,1.16,13,0,14.19
869,4,84.0,57,2025-09-30 11:53:00,29.83,0.0,2.65,29,0,32.48
870,5,,62,2025-12-12 12:59:00,13.43,0.0,1.19,0,0,14.62
871,1,33.0,11,2025-06-01 13:48:00,23.68,0.0,2.1,23,0,25.78
872,2,,30,2025-12-28 16:24:00,23.93,0.0,2.12,0,0,26.05
873,1,40.0,14,2025-08-04 15:33:00,8.46,0.37,0.72,8,0,8.81
874,4,,46,2025-10-15 10:06:00,19.09,0.0,1.69,0,0,20.78
875,3,,43,2025-06-05 14:33:00,16.75,0.0,1.49,0,0,18.24
876,2,142.0,16,2025-05-25 19:52:00,11.55,0.0,1.03,11,0,12.58
877,2,184.0,29,2025-01-04 13:52:00,28.45,0.0,2.52,28,30,30.67
878,4,13.0,47,2025-12-16 10:33:00,34.09,0.0,3.03,34,0,37.12
879,5,,62,2025-09-03 12:53:00,32.1,0.0,2.85,0,0,34.95
880,3,81.0,43,2025-06-07 10:06:00,37.42,0.0,3.32,37,0,40.74
881,2,195.0,30,2025-03-08 17:06:00,84.02,0.0,7.46,84,0,91.48
882,2,53.0,17,2025-06-09 19:44:00,13.2,0.0,1.17,13,0,14.37
883,5,,73,2025-12-01 13:02:00,11.98,0.0,1.06,0,0,13.04
884,4,133.0,46,2025-05-28 14:33:00,21.07,0.0,1.87,21,0,22.94
885,3,84.0,42,2025-02-07 18:08:00,38.92,0.0,3.45,38,30,42.07
886,2,,30,2025-07-12 16:10:00,16.99,0.94,1.42,0,0,17.47
887,5,,61,2025-12-22 16:26:00,19.18,0.0,1.7,0,0,20.88
888,1,88.0,11,2025-05-03 18:28:00,30.47,0.89,2.63,29,20,32.01
889,2,,30,2025-11-19 11:21:00,22.89,0.0,2.03,0,0,24.92
890,5,126.0,73,2025-12-15 13:50:00,30.13,1.25,2.56,28,10,31.34
891,5,98.0,62,2025-11-29 19:05:00,14.96,0.3,1.3,14,0,15.96
892,5,183.0,72,2025-09-21 13:02:00,24.39,0.0,2.16,24,0,26.55
893,1,16.0,10,2025-04-26 17:08:00,30.23,0.0,2.68,30,0,32.91
894,4,102.0,60,2025-11-22 20:13:00,44.99,0.0,3.99,44,0,48.98
895,1,155.0,14,2025-05-09 09:43:00,8.87,0.0,0.79,8,0,9.66
896,1,163.0,14,2025-04-26 19:09:00,14.3,0.0,1.27,14,0,15.57
897,3,169.0,43,2025-11-16 20:46:00,22.83,0.0,2.03,22,30,24.56
898,5,147.0,75,2025-11-01 11:58:00,40.61,0.67,3.54,39,0,43.48
899,3,33.0,31,2025-03-31 20:51:00,19.19,0.0,1.7,19,0,20.89
900,5,44.0,73,2025-11-20 12:40:00,44.81,0.0,3.98,44,0,48.79
901,2,60.0,25,2025-02-07 14:16:00,41.38,1.65,3.53,39,0,43.26
902,3,137.0,32,2025-03-30 16:33:00,26.11,1.17,2.21,24,0,27.15
903,4,136.0,46,2025-10-09 11:16:00,47.55,0.0,4.22,47,0,51.77
904,4,159.0,60,2025-07-19 17:20:00,13.64,0.0,1.21,13,0,14.85
905,1,,1,2025-02-06 19:24:00,27.15,0.0,2.41,0,0,29.56
906,5,59.0,61,2025-10-15 18:07:00,47.35,0.35,4.17,47,0,51.17
907,4,191.0,47,2025-05-28 15:59:00,21.6,0.91,1.84,20,30,22.23
908,3,,42,2025-08-12 12:20:00,17.76,0.0,1.58,0,0,19.34
909,2,,26,2025-03-01 20:47:00,22.62,0.3,1.98,0,0,24.3
910,3,162.0,31,2025-03-18 10:40:00,64.78,0.0,5.75,64,10,70.43
911,2,,17,2025-07-27 11:41:00,22.44,0.0,1.99,0,0,24.43
912,3,,43,2025-12-22 18:13:00,18.7,0.0,1.66,0,0,20.36
913,2,136.0,16,2025-12-14 13:14:00,33.48,0.0,2.97,33,0,36.45
914,1,74.0,14,2025-05-28 12:51:00,32.94,0.0,2.92,32,0,35.86
915,5,117.0,73,2025-10-05 18:28:00,13.93,0.0,1.24,13,0,15.17
916,1,178.0,2,2025-08-03 15:29:00,40.71,1.16,3.51,39,20,42.86
917,4,103.0,57,2025-12-13 18:37:00,39.18,0.0,3.48,39,0,42.66
918,5,36.0,61,2025-12-24 16:50:00,26.2,0.58,2.27,25,0,27.89
919,3,28.0,42,2025-10-04 18:16:00,32.55,0.0,2.89,32,0,35.44
920,4,145.0,60,2025-08-22 19:55:00,19.35,0.0,1.72,19,0,21.07
921,4,,47,2025-07-14 12:42:00,23.64,0.76,2.03,0,0,24.91
922,3,28.0,42,2025-03-23 17:01:00,25.76,0.1,2.28,25,0,27.94
923,2,179.0,25,2025-04-25 19:20:00,25.39,0.0,2.25,25,0,27.64
924,1,172.0,14,2025-01-27 19:01:00,30.6,0.0,2.72,30,20,33.12
925,4,,46,2025-10-04 11:47:00,15.79,0.0,1.4,0,0,17.19
926,3,147.0,42,2025-01-25 13:03:00,27.1,0.0,2.41,27,0,29.51
927,4,66.0,46,2025-06-02 08:31:00,87.26,0.0,7.74,87,0,95.0
928,1,44.0,11,2025-12-23 11:13:00,49.7,0.0,4.41,49,20,53.91
929,1,,1,2025-11-21 20:29:00,15.6,0.47,1.34,0,0,16.47
930,4,,46,2025-05-18 10:07:00,16.18,0.3,1.41,0,0,17.29
931,1,28.0,12,2025-06-01 11:08:00,20.14,0.0,1.79,20,20,21.73
932,4,,57,2025-10-08 20:12:00,10.54,0.0,0.94,0,0,11.48
933,5,94.0,62,2025-11-22 12:13:00,28.99,0.0,2.57,28,10,31.46
934,3,,41,2025-09-09 15:49:00,14.22,0.0,1.26,0,0,15.48
935,3,7.0,32,2025-03-10 18:43:00,35.72,0.07,3.16,35,30,38.51
936,3,,43,2025-07-23 19:42:00,14.22,0.0,1.26,0,0,15.48
937,2,177.0,25,2025-02-22 17:44:00,44.53,0.0,3.95,44,0,48.48
938,5,161.0,75,2025-12-31 14:51:00,15.32,0.0,1.36,15,0,16.68
939,5,116.0,72,2025-11-15 17:52:00,36.82,0.0,3.27,36,30,39.79
940,1,121.0,11,2025-02-08 20:35:00,57.57,3.25,4.82,54,0,59.14
941,2,,30,2025-05-18 13:54:00,21.55,0.0,1.91,0,0,23.46
942,1,,1,2025-12-14 19:09:00,27.23,0.46,2.38,0,0,29.15
943,5,56.0,72,2025-12-21 15:31:00,35.06,1.05,3.02,34,0,37.03
944,2,20.0,16,2025-03-05 17:27:00,53.5,0.0,4.75,53,30,57.95
945,5,194.0,72,2025-07-05 12:21:00,39.81,0.0,3.53,39,0,43.34
946,2,,16,2025-12-19 11:14:00,28.51,0.27,2.51,0,0,30.75
947,4,90.0,60,2025-12-02 09:31:00,45.24,0.0,4.02,45,0,49.26
948,3,120.0,42,2025-10-18 15:23:00,28.01,0.0,2.49,28,10,30.4
949,3,58.0,41,2025-09-15 20:16:00,30.45,1.35,2.58,29,0,31.68
950,3,25.0,41,2025-02-23 19:35:00,40.18,0.0,3.57,40,0,43.75
951,1,101.0,12,2025-02-15 18:14:00,58.43,3.35,4.89,55,0,59.97
952,1,153.0,11,2025-05-31 18:34:00,36.92,1.61,3.13,35,10,38.34
953,1,177.0,1,2025-02-08 18:55:00,26.9,0.0,2.39,26,0,29.29
954,4,28.0,57,2025-12-27 18:28:00,31.61,0.0,2.81,31,0,34.42
955,1,170.0,1,2025-01-22 18:23:00,48.78,0.0,4.33,48,0,53.11
956,5,25.0,61,2025-12-25 16:01:00,42.84,0.0,3.8,42,20,46.44
957,1,,2,2025-06-14 14:28:00,8.48,0.0,0.75,0,0,9.23
958,3,1.0,32,2025-06-19 12:12:00,30.1,0.0,2.67,30,0,32.77
959,5,122.0,62,2025-12-01 18:53:00,53.56,0.0,4.75,53,0,58.31
960,3,149.0,41,2025-06-06 19:53:00,36.47,1.28,3.12,35,0,38.31
961,1,101.0,10,2025-11-16 08:06:00,46.78,0.0,4.15,46,10,50.83
962,2,,30,2025-05-04 17:03:00,22.92,0.0,2.03,0,0,24.95
963,3,,31,2025-07-09 15:01:00,11.25,0.0,1.0,0,0,12.25
964,4,,46,2025-06-21 12:04:00,13.65,0.0,1.21,0,0,14.86
965,5,159.0,73,2025-10-18 18:20:00,21.48,0.5,1.86,20,0,22.84
966,2,,26,2025-12-31 10:16:00,37.94,0.0,3.37,0,0,41.31
967,4,170.0,57,2025-08-25 19:59:00,22.13,0.0,1.96,22,0,24.09
968,5,34.0,72,2025-11-28 16:29:00,31.78,0.0,2.82,31,30,34.3
969,4,95.0,60,2025-10-14 19:26:00,47.42,0.44,4.17,46,0,51.15
970,5,93.0,72,2025-12-25 11:36:00,19.1,0.0,1.7,19,0,20.8
971,2,141.0,25,2025-03-30 11:38:00,20.23,0.0,1.8,20,0,22.03
972,2,16.0,28,2025-08-02 10:10:00,13.44,0.0,1.19,13,0,14.63
973,5,32.0,72,2025-12-08 20:29:00,45.09,0.0,4.0,45,0,49.09
974,5,48.0,61,2025-10-12 11:40:00,29.29,0.39,2.56,28,20,31.26
975,5,,73,2025-10-30 10:51:00,39.56,0.0,3.51,0,0,43.07
976,1,145.0,2,2025-05-19 18:28:00,37.67,0.0,3.34,37,10,40.91
977,5,156.0,72,2025-12-16 10:40:00,49.0,2.58,4.12,46,0,50.54
978,4,16.0,46,2025-06-28 17:59:00,41.13,0.0,3.65,41,0,44.78
979,3,85.0,42,2025-04-19 16:32:00,64.35,2.8,5.46,61,30,66.71
980,4,,57,2025-06-13 20:28:00,28.95,0.0,2.57,0,0,31.52
981,5,124.0,75,2025-10-12 09:20:00,24.64,0.0,2.19,24,30,26.53
982,3,,41,2025-02-18 19:36:00,26.46,0.0,2.35,0,0,28.81
983,1,48.0,14,2025-08-11 10:57:00,39.47,3.28,3.21,36,0,39.4
984,3,155.0,31,2025-11-04 13:09:00,29.12,0.0,2.58,29,20,31.5
985,3,,42,2025-10-12 17:42:00,21.04,0.5,1.82,0,0,22.36
986,4,35.0,57,2025-06-22 17:27:00,18.25,0.0,1.62,18,0,19.87
987,1,139.0,1,2025-06-10 16:43:00,35.9,0.19,3.17,35,0,38.88
988,5,24.0,61,2025-11-10 16:37:00,25.68,0.0,2.28,25,0,27.96
989,5,28.0,62,2025-12-01 17:59:00,72.2,3.4,6.11,68,0,74.91
990,3,193.0,32,2025-09-02 19:59:00,31.0,0.0,2.75,31,0,33.75
